Federal Provider Number,Provider Name,Provider Address,Provider City,Provider State,Provider Zip Code,Role played by Owner or Manager in Facility,Owner Type,Owner Name,Ownership Percentage,Association Date,Location,Processing Date
106140,PRUITTHEALTH - SOUTHWOOD,2301 BLUFF OAK WAY,TALLAHASSEE,FL,32311,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Organization,UNITED HEALTH SERVICES INC,NO PERCENTAGE PROVIDED,since 10/16/2014,"2301 BLUFF OAK WAY,TALLAHASSEE,FL,32311",44228
106140,PRUITTHEALTH - SOUTHWOOD,2301 BLUFF OAK WAY,TALLAHASSEE,FL,32311,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Organization,"UNITED HEALTH SERVICES OF FLORIDA, INC",NO PERCENTAGE PROVIDED,since 10/16/2014,"2301 BLUFF OAK WAY,TALLAHASSEE,FL,32311",44228
106140,PRUITTHEALTH - SOUTHWOOD,2301 BLUFF OAK WAY,TALLAHASSEE,FL,32311,DIRECTOR,Individual,"PRUITT, NEIL",NOT APPLICABLE,since 10/16/2014,"2301 BLUFF OAK WAY,TALLAHASSEE,FL,32311",44228
106140,PRUITTHEALTH - SOUTHWOOD,2301 BLUFF OAK WAY,TALLAHASSEE,FL,32311,OFFICER,Individual,"PRUITT, NEIL",NOT APPLICABLE,since 10/16/2014,"2301 BLUFF OAK WAY,TALLAHASSEE,FL,32311",44228
106140,PRUITTHEALTH - SOUTHWOOD,2301 BLUFF OAK WAY,TALLAHASSEE,FL,32311,MANAGING EMPLOYEE,Individual,"BELL, SCOTT",NOT APPLICABLE,since 05/01/2020,"2301 BLUFF OAK WAY,TALLAHASSEE,FL,32311",44228
106142,RIVER CITY REHAB CENTER,15480 MAX LEGGETT PARKWAY,JACKSONVILLE,FL,32218,5% OR GREATER DIRECT OWNERSHIP INTEREST,Organization,FIVE POINTS HEALTHCARE LTD,0.17,since 07/22/2015,"15480 MAX LEGGETT PARKWAY,JACKSONVILLE,FL,32218",44228
106142,RIVER CITY REHAB CENTER,15480 MAX LEGGETT PARKWAY,JACKSONVILLE,FL,32218,5% OR GREATER DIRECT OWNERSHIP INTEREST,Individual,"KIM, KEITH",0.15,since 07/22/2015,"15480 MAX LEGGETT PARKWAY,JACKSONVILLE,FL,32218",44228
106142,RIVER CITY REHAB CENTER,15480 MAX LEGGETT PARKWAY,JACKSONVILLE,FL,32218,5% OR GREATER DIRECT OWNERSHIP INTEREST,Individual,"SELL, JERRIE",0.15,since 07/22/2015,"15480 MAX LEGGETT PARKWAY,JACKSONVILLE,FL,32218",44228
106142,RIVER CITY REHAB CENTER,15480 MAX LEGGETT PARKWAY,JACKSONVILLE,FL,32218,5% OR GREATER DIRECT OWNERSHIP INTEREST,Individual,"WILSON, JOHN",0.08,since 07/22/2015,"15480 MAX LEGGETT PARKWAY,JACKSONVILLE,FL,32218",44228
106142,RIVER CITY REHAB CENTER,15480 MAX LEGGETT PARKWAY,JACKSONVILLE,FL,32218,OPERATIONAL/MANAGERIAL CONTROL,Organization,HEALTH CARE MANAGERS INC,NOT APPLICABLE,since 06/17/2020,"15480 MAX LEGGETT PARKWAY,JACKSONVILLE,FL,32218",44228
106142,RIVER CITY REHAB CENTER,15480 MAX LEGGETT PARKWAY,JACKSONVILLE,FL,32218,OPERATIONAL/MANAGERIAL CONTROL,Individual,"MEAD, ROBERT",NOT APPLICABLE,since 06/17/2020,"15480 MAX LEGGETT PARKWAY,JACKSONVILLE,FL,32218",44228
106142,RIVER CITY REHAB CENTER,15480 MAX LEGGETT PARKWAY,JACKSONVILLE,FL,32218,DIRECTOR,Individual,"KIM, KEITH",NOT APPLICABLE,since 07/22/2015,"15480 MAX LEGGETT PARKWAY,JACKSONVILLE,FL,32218",44228
106142,RIVER CITY REHAB CENTER,15480 MAX LEGGETT PARKWAY,JACKSONVILLE,FL,32218,DIRECTOR,Individual,"SELL, JERRIE",NOT APPLICABLE,since 07/22/2015,"15480 MAX LEGGETT PARKWAY,JACKSONVILLE,FL,32218",44228
106142,RIVER CITY REHAB CENTER,15480 MAX LEGGETT PARKWAY,JACKSONVILLE,FL,32218,OFFICER,Individual,"SELL, STEVEN",NOT APPLICABLE,since 07/22/2015,"15480 MAX LEGGETT PARKWAY,JACKSONVILLE,FL,32218",44228
106142,RIVER CITY REHAB CENTER,15480 MAX LEGGETT PARKWAY,JACKSONVILLE,FL,32218,OFFICER,Individual,"WILSON, JOHN",NOT APPLICABLE,since 07/22/2015,"15480 MAX LEGGETT PARKWAY,JACKSONVILLE,FL,32218",44228
106142,RIVER CITY REHAB CENTER,15480 MAX LEGGETT PARKWAY,JACKSONVILLE,FL,32218,5% OR GREATER MORTGAGE INTEREST,Organization,SYNOVUS BANK,NOT APPLICABLE,since 11/16/2018,"15480 MAX LEGGETT PARKWAY,JACKSONVILLE,FL,32218",44228
106143,SIGNATURE HEALTHCARE OF MIDDLEBURG REHABILITATION,1280 HENLEY RD,MIDDLEBURG,FL,32068,5% OR GREATER DIRECT OWNERSHIP INTEREST,Organization,LP O HOLDINGS II LLC,1,since 10/15/2014,"1280 HENLEY RD,MIDDLEBURG,FL,32068",44228
106143,SIGNATURE HEALTHCARE OF MIDDLEBURG REHABILITATION,1280 HENLEY RD,MIDDLEBURG,FL,32068,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Organization,"AGEMO HOLDINGS, LLC",NO PERCENTAGE PROVIDED,since 10/15/2014,"1280 HENLEY RD,MIDDLEBURG,FL,32068",44228
106143,SIGNATURE HEALTHCARE OF MIDDLEBURG REHABILITATION,1280 HENLEY RD,MIDDLEBURG,FL,32068,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Organization,JJLA LLC,NO PERCENTAGE PROVIDED,since 10/15/2014,"1280 HENLEY RD,MIDDLEBURG,FL,32068",44228
106143,SIGNATURE HEALTHCARE OF MIDDLEBURG REHABILITATION,1280 HENLEY RD,MIDDLEBURG,FL,32068,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Organization,"LPSNF II, LLC",NO PERCENTAGE PROVIDED,since 10/15/2014,"1280 HENLEY RD,MIDDLEBURG,FL,32068",44228
106143,SIGNATURE HEALTHCARE OF MIDDLEBURG REHABILITATION,1280 HENLEY RD,MIDDLEBURG,FL,32068,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Organization,WHEATEN LLC,NO PERCENTAGE PROVIDED,since 10/15/2014,"1280 HENLEY RD,MIDDLEBURG,FL,32068",44228
106143,SIGNATURE HEALTHCARE OF MIDDLEBURG REHABILITATION,1280 HENLEY RD,MIDDLEBURG,FL,32068,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Individual,"SMEDRA, IRA",NO PERCENTAGE PROVIDED,since 10/15/2014,"1280 HENLEY RD,MIDDLEBURG,FL,32068",44228
106143,SIGNATURE HEALTHCARE OF MIDDLEBURG REHABILITATION,1280 HENLEY RD,MIDDLEBURG,FL,32068,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Individual,"STEIER III, ELMER",NO PERCENTAGE PROVIDED,since 10/15/2014,"1280 HENLEY RD,MIDDLEBURG,FL,32068",44228
106143,SIGNATURE HEALTHCARE OF MIDDLEBURG REHABILITATION,1280 HENLEY RD,MIDDLEBURG,FL,32068,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Individual,"WINTNER, JACOB",NO PERCENTAGE PROVIDED,since 10/15/2014,"1280 HENLEY RD,MIDDLEBURG,FL,32068",44228
106143,SIGNATURE HEALTHCARE OF MIDDLEBURG REHABILITATION,1280 HENLEY RD,MIDDLEBURG,FL,32068,OPERATIONAL/MANAGERIAL CONTROL,Individual,"HENDERSON, ERICA",NOT APPLICABLE,since 01/10/2020,"1280 HENLEY RD,MIDDLEBURG,FL,32068",44228
106143,SIGNATURE HEALTHCARE OF MIDDLEBURG REHABILITATION,1280 HENLEY RD,MIDDLEBURG,FL,32068,OFFICER,Individual,"HARRISON, JOHN",NOT APPLICABLE,since 10/15/2014,"1280 HENLEY RD,MIDDLEBURG,FL,32068",44228
106144,APOPKA HEALTH AND REHABILITATION CENTER,2001 ALSTON BAY BLVD,APOPKA,FL,32703,Ownership Data Not Available,,,,,"2001 ALSTON BAY BLVD,APOPKA,FL,32703",44228
315001,MERWICK CARE & REHABILITATION CENTER,100 PLAINSBORO ROAD,PLAINSBORO,NJ,8536,5% OR GREATER DIRECT OWNERSHIP INTEREST,Individual,"JACOBS, HYMAN",0.95,since 08/22/2007,"100 PLAINSBORO ROAD,PLAINSBORO,NJ,08536",44228
315001,MERWICK CARE & REHABILITATION CENTER,100 PLAINSBORO ROAD,PLAINSBORO,NJ,8536,5% OR GREATER DIRECT OWNERSHIP INTEREST,Individual,"JACOBS, LIVIA",0.05,since 08/22/2007,"100 PLAINSBORO ROAD,PLAINSBORO,NJ,08536",44228
315001,MERWICK CARE & REHABILITATION CENTER,100 PLAINSBORO ROAD,PLAINSBORO,NJ,8536,OFFICER,Individual,"METTERNICH, CHRISTOPHER",NOT APPLICABLE,since 08/17/2017,"100 PLAINSBORO ROAD,PLAINSBORO,NJ,08536",44228
315001,MERWICK CARE & REHABILITATION CENTER,100 PLAINSBORO ROAD,PLAINSBORO,NJ,8536,MANAGING EMPLOYEE,Individual,"JOSEPH, JEAN",NOT APPLICABLE,since 12/03/2018,"100 PLAINSBORO ROAD,PLAINSBORO,NJ,08536",44228
315002,CARE ONE AT SOMERSET VALLEY,1621 ROUTE 22 WEST,BOUND BROOK,NJ,8805,5% OR GREATER DIRECT OWNERSHIP INTEREST,Organization,"THCI COMPANY, LLC",NO PERCENTAGE PROVIDED,since 03/11/2005,"1621 ROUTE 22 WEST,BOUND BROOK,NJ,08805",44228
315002,CARE ONE AT SOMERSET VALLEY,1621 ROUTE 22 WEST,BOUND BROOK,NJ,8805,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Organization,"CARE REALTY, LLC",NO PERCENTAGE PROVIDED,since 03/11/2005,"1621 ROUTE 22 WEST,BOUND BROOK,NJ,08805",44228
315002,CARE ONE AT SOMERSET VALLEY,1621 ROUTE 22 WEST,BOUND BROOK,NJ,8805,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Organization,"STRAUS CAPITAL HEALTHCARE PARTNERS (MT) II, LLC",NO PERCENTAGE PROVIDED,since 03/11/2005,"1621 ROUTE 22 WEST,BOUND BROOK,NJ,08805",44228
315002,CARE ONE AT SOMERSET VALLEY,1621 ROUTE 22 WEST,BOUND BROOK,NJ,8805,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Organization,"STRAUS CAPITAL HEALTHCARE PARTNERS (MT), LLC",NO PERCENTAGE PROVIDED,since 03/11/2005,"1621 ROUTE 22 WEST,BOUND BROOK,NJ,08805",44228
315002,CARE ONE AT SOMERSET VALLEY,1621 ROUTE 22 WEST,BOUND BROOK,NJ,8805,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Organization,"THCI HOLDING COMPANY, LLC",NO PERCENTAGE PROVIDED,since 03/11/2005,"1621 ROUTE 22 WEST,BOUND BROOK,NJ,08805",44228
315002,CARE ONE AT SOMERSET VALLEY,1621 ROUTE 22 WEST,BOUND BROOK,NJ,8805,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Individual,"STRAUS, DANIEL",NO PERCENTAGE PROVIDED,since 03/11/2005,"1621 ROUTE 22 WEST,BOUND BROOK,NJ,08805",44228
315002,CARE ONE AT SOMERSET VALLEY,1621 ROUTE 22 WEST,BOUND BROOK,NJ,8805,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Individual,"STRAUS, MOSHAEL",NO PERCENTAGE PROVIDED,since 03/11/2005,"1621 ROUTE 22 WEST,BOUND BROOK,NJ,08805",44228
315002,CARE ONE AT SOMERSET VALLEY,1621 ROUTE 22 WEST,BOUND BROOK,NJ,8805,OPERATIONAL/MANAGERIAL CONTROL,Organization,"THCI COMPANY, LLC",NOT APPLICABLE,since 03/11/2005,"1621 ROUTE 22 WEST,BOUND BROOK,NJ,08805",44228
315002,CARE ONE AT SOMERSET VALLEY,1621 ROUTE 22 WEST,BOUND BROOK,NJ,8805,OFFICER,Individual,"LUGO, ANDROSKY",NOT APPLICABLE,since 03/03/2004,"1621 ROUTE 22 WEST,BOUND BROOK,NJ,08805",44228
315002,CARE ONE AT SOMERSET VALLEY,1621 ROUTE 22 WEST,BOUND BROOK,NJ,8805,OFFICER,Individual,"MARCOS, VICTOR",NOT APPLICABLE,since 09/15/2012,"1621 ROUTE 22 WEST,BOUND BROOK,NJ,08805",44228
315002,CARE ONE AT SOMERSET VALLEY,1621 ROUTE 22 WEST,BOUND BROOK,NJ,8805,MANAGING EMPLOYEE,Individual,"MARCOS, VICTOR",NOT APPLICABLE,since 09/15/2012,"1621 ROUTE 22 WEST,BOUND BROOK,NJ,08805",44228
315005,SPRING GROVE REHABILITATION AND HEALTHCARE CENTER,144 GALES DRIVE,NEW PROVIDENCE,NJ,7974,5% OR GREATER DIRECT OWNERSHIP INTEREST,Organization,QUINTO GUARDIAN LLC,0.9,since 08/23/2018,"144 GALES DRIVE,NEW PROVIDENCE,NJ,07974",44228
315005,SPRING GROVE REHABILITATION AND HEALTHCARE CENTER,144 GALES DRIVE,NEW PROVIDENCE,NJ,7974,5% OR GREATER DIRECT OWNERSHIP INTEREST,Organization,UKR CONSULTING LLC,0.1,since 08/23/2018,"144 GALES DRIVE,NEW PROVIDENCE,NJ,07974",44228
315005,SPRING GROVE REHABILITATION AND HEALTHCARE CENTER,144 GALES DRIVE,NEW PROVIDENCE,NJ,7974,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Organization,SK 2013 INVESTMENT TR UA 03252013,NO PERCENTAGE PROVIDED,since 08/23/2018,"144 GALES DRIVE,NEW PROVIDENCE,NJ,07974",44228
315005,SPRING GROVE REHABILITATION AND HEALTHCARE CENTER,144 GALES DRIVE,NEW PROVIDENCE,NJ,7974,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Organization,TRYKO GUARDIAN HOLDINGS LLC,NO PERCENTAGE PROVIDED,since 08/23/2018,"144 GALES DRIVE,NEW PROVIDENCE,NJ,07974",44228
315005,SPRING GROVE REHABILITATION AND HEALTHCARE CENTER,144 GALES DRIVE,NEW PROVIDENCE,NJ,7974,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Organization,YK 2013 INVESTMENT TR UA 03252013,NO PERCENTAGE PROVIDED,since 08/23/2018,"144 GALES DRIVE,NEW PROVIDENCE,NJ,07974",44228
315005,SPRING GROVE REHABILITATION AND HEALTHCARE CENTER,144 GALES DRIVE,NEW PROVIDENCE,NJ,7974,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Organization,YR 2013 INVESTMENT TR UA 03252013,NO PERCENTAGE PROVIDED,since 08/23/2018,"144 GALES DRIVE,NEW PROVIDENCE,NJ,07974",44228
315005,SPRING GROVE REHABILITATION AND HEALTHCARE CENTER,144 GALES DRIVE,NEW PROVIDENCE,NJ,7974,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Individual,"KAHANOW, URI",NO PERCENTAGE PROVIDED,since 08/23/2018,"144 GALES DRIVE,NEW PROVIDENCE,NJ,07974",44228
315005,SPRING GROVE REHABILITATION AND HEALTHCARE CENTER,144 GALES DRIVE,NEW PROVIDENCE,NJ,7974,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Individual,"ROKEACH, NACHUM",NO PERCENTAGE PROVIDED,since 08/23/2018,"144 GALES DRIVE,NEW PROVIDENCE,NJ,07974",44228
315005,SPRING GROVE REHABILITATION AND HEALTHCARE CENTER,144 GALES DRIVE,NEW PROVIDENCE,NJ,7974,OPERATIONAL/MANAGERIAL CONTROL,Organization,CEDARBRIDGE CARE SERVICES LLC,NOT APPLICABLE,since 08/23/2018,"144 GALES DRIVE,NEW PROVIDENCE,NJ,07974",44228
315005,SPRING GROVE REHABILITATION AND HEALTHCARE CENTER,144 GALES DRIVE,NEW PROVIDENCE,NJ,7974,OPERATIONAL/MANAGERIAL CONTROL,Organization,MARQUIS HEALTH SERVICES LLC,NOT APPLICABLE,since 08/23/2018,"144 GALES DRIVE,NEW PROVIDENCE,NJ,07974",44228
315005,SPRING GROVE REHABILITATION AND HEALTHCARE CENTER,144 GALES DRIVE,NEW PROVIDENCE,NJ,7974,DIRECTOR,Individual,"KOHN, YONAH",NOT APPLICABLE,since 09/06/2018,"144 GALES DRIVE,NEW PROVIDENCE,NJ,07974",44228
315005,SPRING GROVE REHABILITATION AND HEALTHCARE CENTER,144 GALES DRIVE,NEW PROVIDENCE,NJ,7974,DIRECTOR,Individual,"ROKOWSKY, YITZCHOK",NOT APPLICABLE,since 08/23/2018,"144 GALES DRIVE,NEW PROVIDENCE,NJ,07974",44228
315005,SPRING GROVE REHABILITATION AND HEALTHCARE CENTER,144 GALES DRIVE,NEW PROVIDENCE,NJ,7974,OFFICER,Individual,"KOHN, SEAN",NOT APPLICABLE,since 09/06/2018,"144 GALES DRIVE,NEW PROVIDENCE,NJ,07974",44228
315005,SPRING GROVE REHABILITATION AND HEALTHCARE CENTER,144 GALES DRIVE,NEW PROVIDENCE,NJ,7974,MANAGING EMPLOYEE,Individual,"WEINBERG, ELAZAR",NOT APPLICABLE,since 08/23/2018,"144 GALES DRIVE,NEW PROVIDENCE,NJ,07974",44228
315005,SPRING GROVE REHABILITATION AND HEALTHCARE CENTER,144 GALES DRIVE,NEW PROVIDENCE,NJ,7974,5% OR GREATER SECURITY INTEREST,Organization,CIBC BANK USA,NOT APPLICABLE,since 08/23/2018,"144 GALES DRIVE,NEW PROVIDENCE,NJ,07974",44228
315008,LAUREL MANOR HEALTHCARE AND REHABILITATION CENTER,18 W LAUREL ROAD,STRATFORD,NJ,8084,5% OR GREATER DIRECT OWNERSHIP INTEREST,Organization,LAUREL HEALTHCARE LLC,NO PERCENTAGE PROVIDED,since 12/19/2011,"18 W LAUREL ROAD,STRATFORD,NJ,08084",44228
315008,LAUREL MANOR HEALTHCARE AND REHABILITATION CENTER,18 W LAUREL ROAD,STRATFORD,NJ,8084,5% OR GREATER DIRECT OWNERSHIP INTEREST,Individual,"BRODT, MOSHE",NO PERCENTAGE PROVIDED,since 12/19/2011,"18 W LAUREL ROAD,STRATFORD,NJ,08084",44228
315008,LAUREL MANOR HEALTHCARE AND REHABILITATION CENTER,18 W LAUREL ROAD,STRATFORD,NJ,8084,5% OR GREATER DIRECT OWNERSHIP INTEREST,Individual,"FRANKL, CINDIE",NO PERCENTAGE PROVIDED,since 12/09/2013,"18 W LAUREL ROAD,STRATFORD,NJ,08084",44228
315008,LAUREL MANOR HEALTHCARE AND REHABILITATION CENTER,18 W LAUREL ROAD,STRATFORD,NJ,8084,MANAGING EMPLOYEE,Individual,"COLUCCI, MADELINE",NOT APPLICABLE,since 12/19/2011,"18 W LAUREL ROAD,STRATFORD,NJ,08084",44228
315008,LAUREL MANOR HEALTHCARE AND REHABILITATION CENTER,18 W LAUREL ROAD,STRATFORD,NJ,8084,MANAGING EMPLOYEE,Individual,"PILLER, MENDY",NOT APPLICABLE,since 04/01/2014,"18 W LAUREL ROAD,STRATFORD,NJ,08084",44228
315009,RUNNELLS CENTER FOR REHABILITATION & HEALTHCARE,40 WATCHUNG WAY,BERKELEY HEIGHTS,NJ,7922,5% OR GREATER DIRECT OWNERSHIP INTEREST,Individual,"BOEHM, CAROLYN",0.1,since 12/15/2014,"40 WATCHUNG WAY,BERKELEY HEIGHTS,NJ,07922",44228
315009,RUNNELLS CENTER FOR REHABILITATION & HEALTHCARE,40 WATCHUNG WAY,BERKELEY HEIGHTS,NJ,7922,5% OR GREATER DIRECT OWNERSHIP INTEREST,Individual,"GROS, CHARLES-EDOUARD",0.5,since 12/15/2014,"40 WATCHUNG WAY,BERKELEY HEIGHTS,NJ,07922",44228
315009,RUNNELLS CENTER FOR REHABILITATION & HEALTHCARE,40 WATCHUNG WAY,BERKELEY HEIGHTS,NJ,7922,5% OR GREATER DIRECT OWNERSHIP INTEREST,Individual,"ROSENBERG, ESTHER",0.11,since 12/15/2014,"40 WATCHUNG WAY,BERKELEY HEIGHTS,NJ,07922",44228
315009,RUNNELLS CENTER FOR REHABILITATION & HEALTHCARE,40 WATCHUNG WAY,BERKELEY HEIGHTS,NJ,7922,5% OR GREATER DIRECT OWNERSHIP INTEREST,Individual,"ROSENBERG, JONATHAN",0.11,since 12/15/2014,"40 WATCHUNG WAY,BERKELEY HEIGHTS,NJ,07922",44228
315009,RUNNELLS CENTER FOR REHABILITATION & HEALTHCARE,40 WATCHUNG WAY,BERKELEY HEIGHTS,NJ,7922,5% OR GREATER DIRECT OWNERSHIP INTEREST,Individual,"ROSENBERG, MOSHE",0.12,since 12/15/2014,"40 WATCHUNG WAY,BERKELEY HEIGHTS,NJ,07922",44228
315009,RUNNELLS CENTER FOR REHABILITATION & HEALTHCARE,40 WATCHUNG WAY,BERKELEY HEIGHTS,NJ,7922,OPERATIONAL/MANAGERIAL CONTROL,Individual,"GROS, CHARLES-EDOUARD",NOT APPLICABLE,since 12/15/2014,"40 WATCHUNG WAY,BERKELEY HEIGHTS,NJ,07922",44228
315009,RUNNELLS CENTER FOR REHABILITATION & HEALTHCARE,40 WATCHUNG WAY,BERKELEY HEIGHTS,NJ,7922,OPERATIONAL/MANAGERIAL CONTROL,Individual,"HOTZ, MICHAEL",NOT APPLICABLE,since 12/15/2014,"40 WATCHUNG WAY,BERKELEY HEIGHTS,NJ,07922",44228
315009,RUNNELLS CENTER FOR REHABILITATION & HEALTHCARE,40 WATCHUNG WAY,BERKELEY HEIGHTS,NJ,7922,OPERATIONAL/MANAGERIAL CONTROL,Individual,"ROSENBERG, JONATHAN",NOT APPLICABLE,since 12/15/2014,"40 WATCHUNG WAY,BERKELEY HEIGHTS,NJ,07922",44228
315009,RUNNELLS CENTER FOR REHABILITATION & HEALTHCARE,40 WATCHUNG WAY,BERKELEY HEIGHTS,NJ,7922,OPERATIONAL/MANAGERIAL CONTROL,Individual,"ROSENBERG, MOSHE",NOT APPLICABLE,since 12/15/2014,"40 WATCHUNG WAY,BERKELEY HEIGHTS,NJ,07922",44228
315009,RUNNELLS CENTER FOR REHABILITATION & HEALTHCARE,40 WATCHUNG WAY,BERKELEY HEIGHTS,NJ,7922,MANAGING EMPLOYEE,Individual,"HOTZ, MICHAEL",NOT APPLICABLE,since 12/15/2014,"40 WATCHUNG WAY,BERKELEY HEIGHTS,NJ,07922",44228
315010,ELMORA HILLS HEALTH & REHABILITATION CENTER,225 W JERSEY STREET,ELIZABETH,NJ,7202,5% OR GREATER DIRECT OWNERSHIP INTEREST,Individual,"BERMAN, MICHAEL",NO PERCENTAGE PROVIDED,since 08/30/2006,"225 W JERSEY STREET,ELIZABETH,NJ,07202",44228
315010,ELMORA HILLS HEALTH & REHABILITATION CENTER,225 W JERSEY STREET,ELIZABETH,NJ,7202,5% OR GREATER DIRECT OWNERSHIP INTEREST,Individual,"FEIGENBAUM, AVRAHAM",NO PERCENTAGE PROVIDED,since 08/30/2006,"225 W JERSEY STREET,ELIZABETH,NJ,07202",44228
315010,ELMORA HILLS HEALTH & REHABILITATION CENTER,225 W JERSEY STREET,ELIZABETH,NJ,7202,5% OR GREATER DIRECT OWNERSHIP INTEREST,Individual,"FEIGENBAUM, DEBORAH",NO PERCENTAGE PROVIDED,since 08/30/2006,"225 W JERSEY STREET,ELIZABETH,NJ,07202",44228
315010,ELMORA HILLS HEALTH & REHABILITATION CENTER,225 W JERSEY STREET,ELIZABETH,NJ,7202,5% OR GREATER DIRECT OWNERSHIP INTEREST,Individual,"MAIEROVITS, AVROHOM",NO PERCENTAGE PROVIDED,since 08/30/2006,"225 W JERSEY STREET,ELIZABETH,NJ,07202",44228
315010,ELMORA HILLS HEALTH & REHABILITATION CENTER,225 W JERSEY STREET,ELIZABETH,NJ,7202,5% OR GREATER DIRECT OWNERSHIP INTEREST,Individual,"MEISELS, JOSEPH",NO PERCENTAGE PROVIDED,since 08/30/2006,"225 W JERSEY STREET,ELIZABETH,NJ,07202",44228
315010,ELMORA HILLS HEALTH & REHABILITATION CENTER,225 W JERSEY STREET,ELIZABETH,NJ,7202,5% OR GREATER DIRECT OWNERSHIP INTEREST,Individual,"SOFFER, JOESPH",NO PERCENTAGE PROVIDED,since 08/30/2006,"225 W JERSEY STREET,ELIZABETH,NJ,07202",44228
315010,ELMORA HILLS HEALTH & REHABILITATION CENTER,225 W JERSEY STREET,ELIZABETH,NJ,7202,MANAGING EMPLOYEE,Individual,"DREW, MICHAEL",NOT APPLICABLE,since 12/12/2006,"225 W JERSEY STREET,ELIZABETH,NJ,07202",44228
315013,BARCLAYS REHABILITATION AND HEALTHCARE CENTER,1412 MARLTON PIKE,CHERRY HILL,NJ,8034,5% OR GREATER DIRECT OWNERSHIP INTEREST,Organization,BARCLAYS REHABILITATION AND HEALTHCARE CENTER LLC,1,since 11/01/2015,"1412 MARLTON PIKE,CHERRY HILL,NJ,08034",44228
315013,BARCLAYS REHABILITATION AND HEALTHCARE CENTER,1412 MARLTON PIKE,CHERRY HILL,NJ,8034,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Organization,BARCLAYS PARENT LLC,NO PERCENTAGE PROVIDED,since 11/01/2015,"1412 MARLTON PIKE,CHERRY HILL,NJ,08034",44228
315013,BARCLAYS REHABILITATION AND HEALTHCARE CENTER,1412 MARLTON PIKE,CHERRY HILL,NJ,8034,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Individual,"BRODT, MOSHE",NO PERCENTAGE PROVIDED,since 11/01/2015,"1412 MARLTON PIKE,CHERRY HILL,NJ,08034",44228
315013,BARCLAYS REHABILITATION AND HEALTHCARE CENTER,1412 MARLTON PIKE,CHERRY HILL,NJ,8034,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Individual,"DORFMAN, YAAKOV",NO PERCENTAGE PROVIDED,since 11/01/2015,"1412 MARLTON PIKE,CHERRY HILL,NJ,08034",44228
315013,BARCLAYS REHABILITATION AND HEALTHCARE CENTER,1412 MARLTON PIKE,CHERRY HILL,NJ,8034,OFFICER,Individual,"BRODT, MOSHE",NOT APPLICABLE,since 11/01/2015,"1412 MARLTON PIKE,CHERRY HILL,NJ,08034",44228
315013,BARCLAYS REHABILITATION AND HEALTHCARE CENTER,1412 MARLTON PIKE,CHERRY HILL,NJ,8034,OFFICER,Individual,"DORFMAN, YAAKOV",NOT APPLICABLE,since 11/01/2015,"1412 MARLTON PIKE,CHERRY HILL,NJ,08034",44228
315013,BARCLAYS REHABILITATION AND HEALTHCARE CENTER,1412 MARLTON PIKE,CHERRY HILL,NJ,8034,MANAGING EMPLOYEE,Individual,"TEITEKBAUM, YOEL",NOT APPLICABLE,since 11/01/2015,"1412 MARLTON PIKE,CHERRY HILL,NJ,08034",44228
315014,EAGLEVIEW HEALTH AND REHABILITATION,849 BIG OAK ROAD,PITTSGROVE,NJ,8318,5% OR GREATER DIRECT OWNERSHIP INTEREST,Organization,AMERICAN HEALTH CORPORATION AND SUBSIDIARIES,NO PERCENTAGE PROVIDED,since 12/14/1989,"849 BIG OAK ROAD,PITTSGROVE,NJ,08318",44228
315014,EAGLEVIEW HEALTH AND REHABILITATION,849 BIG OAK ROAD,PITTSGROVE,NJ,8318,5% OR GREATER DIRECT OWNERSHIP INTEREST,Individual,"COLEMAN, ROBERT",NO PERCENTAGE PROVIDED,since 01/01/1989,"849 BIG OAK ROAD,PITTSGROVE,NJ,08318",44228
315014,EAGLEVIEW HEALTH AND REHABILITATION,849 BIG OAK ROAD,PITTSGROVE,NJ,8318,5% OR GREATER DIRECT OWNERSHIP INTEREST,Individual,"GINSBERG, STANLEY",NO PERCENTAGE PROVIDED,since 01/01/1989,"849 BIG OAK ROAD,PITTSGROVE,NJ,08318",44228
